PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
624,0.0,3,0,2,0,0,7.8542,0
625,0.0,3,0,2,0,0,16.1,0
626,0.0,1,0,4,0,0,32.3208,0
627,0.0,2,0,3,0,0,12.35,2
628,1.0,1,1,2,0,0,77.9583,0
629,0.0,3,0,2,0,0,7.8958,0
630,0.0,3,0,2,0,0,7.7333,2
631,1.0,1,0,4,0,0,30.0,0
632,0.0,3,0,3,0,0,7.0542,0
633,1.0,1,0,2,0,0,30.5,1
634,0.0,1,0,2,0,0,0.0,0
635,0.0,3,1,0,3,2,27.9,0
636,1.0,2,1,2,0,0,13.0,0
637,0.0,3,0,2,0,0,7.925,0
638,0.0,2,0,2,1,1,26.25,0
639,0.0,3,1,3,0,5,39.6875,0
640,0.0,3,0,2,1,0,16.1,0
641,0.0,3,0,2,0,0,7.8542,0
642,1.0,1,1,2,0,0,69.3,1
643,0.0,3,1,0,3,2,27.9,0
644,1.0,3,0,2,0,0,56.4958,0
645,1.0,3,1,0,2,1,19.2583,1
646,1.0,1,0,3,1,0,76.7292,1
647,0.0,3,0,2,0,0,7.8958,0
648,1.0,1,0,3,0,0,35.5,1
649,0.0,3,0,2,0,0,7.55,0
650,1.0,3,1,2,0,0,7.55,0
651,0.0,3,0,2,0,0,7.8958,0
652,1.0,2,1,1,0,1,23.0,0
653,0.0,3,0,2,0,0,8.4333,0
654,1.0,3,1,2,0,0,7.8292,2
655,0.0,3,1,1,0,0,6.75,2
656,0.0,2,0,2,2,0,73.5,0
657,0.0,3,0,2,0,0,7.8958,0
658,0.0,3,1,2,1,1,15.5,2
659,0.0,2,0,2,0,0,13.0,0
660,0.0,1,0,3,0,2,113.275,1
661,1.0,1,0,3,2,0,133.65,0
662,0.0,3,0,3,0,0,7.225,1
663,0.0,1,0,3,0,0,25.5875,0
664,0.0,3,0,3,0,0,7.4958,0
665,1.0,3,0,2,1,0,7.925,0
666,0.0,2,0,2,2,0,73.5,0
667,0.0,2,0,2,0,0,13.0,0
668,0.0,3,0,2,0,0,7.775,0
669,0.0,3,0,3,0,0,8.05,0
670,1.0,1,1,2,1,0,52.0,0
671,1.0,2,1,3,1,1,39.0,0
672,0.0,1,0,2,1,0,52.0,0
673,0.0,2,0,4,0,0,10.5,0
674,1.0,2,0,2,0,0,13.0,0
675,0.0,2,0,2,0,0,0.0,0
676,0.0,3,0,1,0,0,7.775,0
677,0.0,3,0,2,0,0,8.05,0
678,1.0,3,1,1,0,0,9.8417,0
679,0.0,3,1,3,1,6,46.9,0
680,1.0,1,0,3,0,1,14.4542,1
681,0.0,3,1,2,0,0,8.1375,2
682,1.0,1,0,2,0,0,76.7292,1
683,0.0,3,0,2,0,0,9.225,0
684,0.0,3,0,1,5,2,46.9,0
685,0.0,2,0,3,1,1,39.0,0
686,0.0,2,0,2,1,2,41.5792,1
687,0.0,3,0,1,4,1,39.6875,0
688,0.0,3,0,2,0,0,10.1708,0
689,0.0,3,0,1,0,0,7.7958,0
690,1.0,1,1,1,0,1,14.4542,0
691,1.0,1,0,2,1,0,57.0,0
692,1.0,3,1,0,0,1,13.4167,1
693,1.0,3,0,2,0,0,56.4958,0
694,0.0,3,0,2,0,0,7.225,1
695,0.0,1,0,3,0,0,26.55,0
696,0.0,2,0,3,0,0,13.5,0
697,0.0,3,0,3,0,0,8.05,0
698,1.0,3,1,2,0,0,7.7333,2
699,0.0,1,0,3,1,1,110.8833,1
700,0.0,3,0,3,0,0,7.65,0
701,1.0,1,1,1,1,0,14.4542,1
702,1.0,1,0,2,0,0,26.2875,0
703,0.0,3,1,1,0,1,14.4542,1
704,0.0,3,0,2,0,0,7.7417,2
705,0.0,3,0,2,1,0,7.8542,0
706,0.0,2,0,3,0,0,26.0,0
707,1.0,2,1,3,0,0,13.5,0
708,1.0,1,0,3,0,0,26.2875,0
709,1.0,1,1,2,0,0,14.4542,0
710,1.0,3,0,2,1,1,15.2458,1
711,1.0,1,1,2,0,0,49.5042,1
712,0.0,1,0,2,0,0,26.55,0
713,1.0,1,0,3,1,0,52.0,0
714,0.0,3,0,2,0,0,9.4833,0
715,0.0,2,0,3,0,0,13.0,0
716,0.0,3,0,2,0,0,7.65,0
717,1.0,1,1,3,0,0,14.4542,1
718,1.0,2,1,2,0,0,10.5,0
719,0.0,3,0,2,0,0,15.5,2
720,0.0,3,0,2,0,0,7.775,0
721,1.0,2,1,0,0,1,33.0,0
722,0.0,3,0,1,1,0,7.0542,0
723,0.0,2,0,2,0,0,13.0,0
724,0.0,2,0,3,0,0,13.0,0
725,1.0,1,0,2,1,0,53.1,0
726,0.0,3,0,2,0,0,8.6625,0
727,1.0,2,1,2,3,0,21.0,0
728,1.0,3,1,2,0,0,7.7375,2
729,0.0,2,0,2,1,0,26.0,0
730,0.0,3,1,2,1,0,7.925,0
731,1.0,1,1,2,0,0,14.4542,0
732,0.0,3,0,0,0,0,18.7875,1
733,0.0,2,0,2,0,0,0.0,0
734,0.0,2,0,2,0,0,13.0,0
735,0.0,2,0,2,0,0,13.0,0
736,0.0,3,0,2,0,0,16.1,0
737,0.0,3,1,3,1,3,34.375,0
738,1.0,1,0,2,0,0,14.4542,1
739,0.0,3,0,2,0,0,7.8958,0
740,0.0,3,0,2,0,0,7.8958,0
741,1.0,1,0,2,0,0,30.0,0
742,0.0,1,0,3,1,0,78.85,0
743,1.0,1,1,2,2,2,14.4542,1
744,0.0,3,0,2,1,0,16.1,0
745,1.0,3,0,2,0,0,7.925,0
746,0.0,1,0,4,1,1,71.0,0
747,0.0,3,0,1,1,1,20.25,0
748,1.0,2,1,2,0,0,13.0,0
749,0.0,1,0,2,1,0,53.1,0
750,0.0,3,0,2,0,0,7.75,2
751,1.0,2,1,0,1,1,23.0,0
752,1.0,3,0,0,0,1,12.475,0
753,0.0,3,0,2,0,0,9.5,0
754,0.0,3,0,2,0,0,7.8958,0
755,1.0,2,1,3,1,2,65.0,0
756,1.0,2,0,0,1,1,14.5,0
757,0.0,3,0,2,0,0,7.7958,0
758,0.0,2,0,1,0,0,11.5,0
759,0.0,3,0,2,0,0,8.05,0
760,1.0,1,1,2,0,0,86.5,0
761,0.0,3,0,2,0,0,14.5,0
762,0.0,3,0,3,0,0,7.125,0
763,1.0,3,0,2,0,0,7.2292,1
764,1.0,1,1,3,1,2,120.0,0
765,0.0,3,0,1,0,0,7.775,0
766,1.0,1,1,3,1,0,77.9583,0
767,0.0,1,0,2,0,0,39.6,1
768,0.0,3,1,2,0,0,7.75,2
769,0.0,3,0,2,1,0,24.15,2
770,0.0,3,0,2,0,0,8.3625,0
771,0.0,3,0,2,0,0,9.5,0
772,0.0,3,0,3,0,0,7.8542,0
773,0.0,2,1,3,0,0,10.5,0
774,0.0,3,0,2,0,0,7.225,1
775,1.0,2,1,3,1,3,23.0,0
776,0.0,3,0,1,0,0,7.75,0
777,0.0,3,0,2,0,0,7.75,2
778,1.0,3,1,0,0,0,12.475,0
779,0.0,3,0,2,0,0,7.7375,2
780,1.0,1,1,3,0,1,14.4542,0
781,1.0,3,1,1,0,0,7.2292,1
782,1.0,1,1,1,1,0,57.0,0
783,0.0,1,0,2,0,0,30.0,0
784,0.0,3,0,2,1,2,23.45,0
785,0.0,3,0,2,0,0,7.05,0
786,0.0,3,0,2,0,0,7.25,0
787,1.0,3,1,1,0,0,7.4958,0
788,0.0,3,0,0,4,1,29.125,2
789,1.0,3,0,0,1,2,20.575,0
790,0.0,1,0,3,0,0,79.2,1
791,0.0,3,0,2,0,0,7.75,2
792,0.0,2,0,1,0,0,26.0,0
793,0.0,3,1,2,8,2,69.55,0
794,0.0,1,0,2,0,0,30.6958,1
795,0.0,3,0,2,0,0,7.8958,0
796,0.0,2,0,3,0,0,13.0,0
797,1.0,1,1,3,0,0,25.9292,0
798,1.0,3,1,2,0,0,8.6833,0
799,0.0,3,0,2,0,0,7.2292,1
800,0.0,3,1,2,1,1,24.15,0
801,0.0,2,0,2,0,0,13.0,0
802,1.0,2,1,2,1,1,26.25,0
803,1.0,1,0,0,1,2,120.0,0
804,1.0,3,0,0,0,1,8.5167,1
805,1.0,3,0,2,0,0,6.975,0
806,0.0,3,0,2,0,0,7.775,0
807,0.0,1,0,3,0,0,0.0,0
808,0.0,3,1,1,0,0,7.775,0
809,0.0,2,0,3,0,0,13.0,0
810,1.0,1,1,2,1,0,53.1,0
811,0.0,3,0,2,0,0,7.8875,0
812,0.0,3,0,3,0,0,24.15,0
813,0.0,2,0,2,0,0,10.5,0
814,0.0,3,1,0,4,2,31.275,0
815,0.0,3,0,2,0,0,8.05,0
816,0.0,1,0,2,0,0,0.0,0
817,0.0,3,1,2,0,0,7.925,0
818,0.0,2,0,2,1,1,37.0042,1
819,0.0,3,0,3,0,0,6.45,0
820,0.0,3,0,0,3,2,27.9,0
821,1.0,1,1,3,1,1,93.5,0
822,1.0,3,0,2,0,0,8.6625,0
823,0.0,1,0,3,0,0,0.0,0
824,1.0,3,1,2,0,1,12.475,0
825,0.0,3,0,0,4,1,39.6875,0
826,0.0,3,0,2,0,0,6.95,2
827,0.0,3,0,2,0,0,56.4958,0
828,1.0,2,0,0,0,2,37.0042,1
829,1.0,3,0,2,0,0,7.75,2
830,1.0,1,1,4,0,0,80.0,0
831,1.0,3,1,1,1,0,14.4542,1
832,1.0,2,0,0,1,1,18.75,0
833,0.0,3,0,2,0,0,7.2292,1
834,0.0,3,0,2,0,0,7.8542,0
835,0.0,3,0,1,0,0,8.3,0
836,1.0,1,1,3,1,1,83.1583,1
837,0.0,3,0,2,0,0,8.6625,0
838,0.0,3,0,2,0,0,8.05,0
839,1.0,3,0,2,0,0,56.4958,0
840,1.0,1,0,2,0,0,29.7,1
841,0.0,3,0,2,0,0,7.925,0
842,0.0,2,0,1,0,0,10.5,0
843,1.0,1,1,2,0,0,31.0,1
844,0.0,3,0,2,0,0,6.4375,1
845,0.0,3,0,1,0,0,8.6625,0
846,0.0,3,0,3,0,0,7.55,0
847,0.0,3,0,2,8,2,69.55,0
848,0.0,3,0,2,0,0,7.8958,1
849,0.0,2,0,2,0,1,33.0,0
850,1.0,1,1,2,1,0,89.1042,1
851,0.0,3,0,0,4,2,31.275,0
852,0.0,3,0,4,0,0,7.775,0
853,0.0,3,1,0,1,1,15.2458,1
854,1.0,1,1,1,0,1,39.4,0
855,0.0,2,1,3,1,0,26.0,0
856,1.0,3,1,1,0,1,9.35,0
857,1.0,1,1,3,1,1,14.4542,0
858,1.0,1,0,3,0,0,26.55,0
859,1.0,3,1,2,0,3,19.2583,1
860,0.0,3,0,2,0,0,7.2292,1
861,0.0,3,0,3,2,0,14.1083,0
862,0.0,2,0,2,1,0,11.5,0
863,1.0,1,1,3,0,0,25.9292,0
864,0.0,3,1,2,8,2,69.55,0
865,0.0,2,0,2,0,0,13.0,0
866,1.0,2,1,3,0,0,13.0,0
867,1.0,2,1,2,1,0,13.8583,1
868,0.0,1,0,2,0,0,50.4958,0
869,0.0,3,0,2,0,0,9.5,0
870,1.0,3,0,0,1,1,11.1333,0
871,0.0,3,0,2,0,0,7.8958,0
872,1.0,1,1,3,1,1,52.5542,0
873,0.0,1,0,2,0,0,5.0,0
874,0.0,3,0,3,0,0,9.0,0
875,1.0,2,1,2,1,0,24.0,1
876,1.0,3,1,1,0,0,7.225,1
877,0.0,3,0,2,0,0,9.8458,0
878,0.0,3,0,2,0,0,7.8958,0
879,0.0,3,0,2,0,0,7.8958,0
880,1.0,1,1,3,0,1,83.1583,1
881,1.0,2,1,2,0,1,26.0,0
882,0.0,3,0,2,0,0,7.8958,0
883,0.0,3,1,2,0,0,10.5167,0
884,0.0,2,0,2,0,0,10.5,0
885,0.0,3,0,2,0,0,7.05,0
886,0.0,3,1,3,0,5,29.125,2
887,0.0,2,0,2,0,0,13.0,0
888,1.0,1,1,2,0,0,30.0,0
889,0.0,3,1,2,1,2,23.45,0
890,1.0,1,0,2,0,0,30.0,1
891,0.0,3,0,2,0,0,7.75,2
892,,3,0,2,0,0,7.8292,2
893,,3,1,3,1,0,7.0,0
894,,2,0,4,0,0,9.6875,2
895,,3,0,2,0,0,8.6625,0
896,,3,1,2,1,1,12.2875,0
897,,3,0,1,0,0,9.225,0
898,,3,1,2,0,0,7.6292,2
899,,2,0,2,1,1,29.0,0
900,,3,1,1,0,0,7.2292,1
901,,3,0,2,2,0,24.15,0
902,,3,0,2,0,0,7.8958,0
903,,1,0,3,0,0,26.0,0
904,,1,1,2,1,0,82.2667,0
905,,2,0,4,1,0,26.0,0
906,,1,1,3,1,0,61.175,0
907,,2,1,2,1,0,27.7208,1
908,,2,0,2,0,0,12.35,2
909,,3,0,2,0,0,7.225,1
910,,3,1,2,1,0,7.925,0
911,,3,1,3,0,0,7.225,1
912,,1,0,3,1,0,59.4,1
913,,3,0,0,0,1,3.1708,0
914,,1,1,2,0,0,31.6833,0
915,,1,0,2,0,1,61.3792,1
916,,1,1,3,1,3,14.4542,1
917,,3,0,3,1,0,14.5,0
918,,1,1,2,0,1,61.9792,1
919,,3,0,2,0,0,7.225,1
920,,1,0,3,0,0,30.5,0
921,,3,0,2,2,0,21.6792,1
922,,2,0,3,1,0,26.0,0
923,,2,0,2,2,0,31.5,0
924,,3,1,2,1,2,20.575,0
925,,3,1,2,1,2,23.45,0
926,,1,0,2,1,0,57.75,1
927,,3,0,2,0,0,7.2292,1
928,,3,1,2,0,0,8.05,0
929,,3,1,2,0,0,8.6625,0
930,,3,0,2,0,0,9.5,0
931,,3,0,2,0,0,56.4958,0
932,,3,0,3,0,1,13.4167,1
933,,1,0,2,0,0,26.55,0
934,,3,0,3,0,0,7.85,0
935,,2,1,2,0,0,13.0,0
936,,1,1,3,1,0,52.5542,0
937,,3,0,2,0,0,7.925,0
938,,1,0,3,0,0,29.7,1
939,,3,0,2,0,0,7.75,2
940,,1,1,3,0,0,76.2917,1
941,,3,1,3,0,2,15.9,0
942,,1,0,2,1,0,60.0,0
943,,2,0,2,0,0,15.0333,1
944,,2,1,2,2,1,23.0,0
945,,1,1,2,3,2,14.4542,0
946,,2,0,2,0,0,15.5792,1
947,,3,0,0,4,1,29.125,2
948,,3,0,2,0,0,7.8958,0
949,,3,0,2,0,0,7.65,0
950,,3,0,2,1,0,16.1,0
951,,1,1,3,0,0,14.4542,1
952,,3,0,1,0,0,7.8958,0
953,,2,0,2,0,0,13.5,0
954,,3,0,1,0,0,7.75,0
955,,3,1,2,0,0,7.725,2
956,,1,0,1,2,2,14.4542,1
957,,2,1,2,0,0,21.0,0
958,,3,1,1,0,0,7.8792,2
959,,1,0,3,0,0,42.4,0
960,,1,0,2,0,0,28.5375,1
961,,1,1,3,1,4,14.4542,0
962,,3,1,2,0,0,7.75,2
963,,3,0,2,0,0,7.8958,0
964,,3,1,2,0,0,7.925,0
965,,1,0,2,0,0,27.7208,1
966,,1,1,2,0,0,14.4542,1
967,,1,0,2,0,0,14.4542,1
968,,3,0,2,0,0,8.05,0
969,,1,1,3,2,0,25.7,0
970,,2,0,2,0,0,13.0,0
971,,3,1,2,0,0,7.75,2
972,,3,0,0,1,1,15.2458,1
973,,1,0,4,1,0,14.4542,0
974,,1,0,3,0,0,26.0,0
975,,3,0,2,0,0,7.8958,0
976,,2,0,2,0,0,10.7083,2
977,,3,0,2,1,0,14.4542,1
978,,3,1,2,0,0,7.8792,2
979,,3,1,1,0,0,8.05,0
980,,3,1,2,0,0,7.75,2
981,,2,0,0,1,1,23.0,0
982,,3,1,2,1,0,13.9,0
983,,3,0,2,0,0,7.775,0
984,,1,1,2,1,2,52.0,0
985,,3,0,2,0,0,8.05,0
986,,1,0,2,0,0,26.0,1
987,,3,0,2,0,0,7.7958,0
988,,1,1,4,1,0,78.85,0
989,,3,0,2,0,0,7.925,0
990,,3,1,2,0,0,7.8542,0
991,,3,0,2,0,0,8.05,0
992,,1,1,3,1,0,55.4417,1
993,,2,0,2,1,0,26.0,0
994,,3,0,2,0,0,7.75,2
995,,3,0,2,0,0,7.775,0
996,,3,1,1,1,1,8.5167,1
997,,3,0,2,0,0,22.525,0
998,,3,0,2,0,0,7.8208,2
999,,3,0,2,0,0,7.75,2
1000,,3,0,2,0,0,8.7125,0
1001,,2,0,2,0,0,13.0,0
1002,,2,0,3,0,0,15.0458,1
1003,,3,1,2,0,0,7.7792,2
1004,,1,1,3,0,0,31.6792,1
1005,,3,1,2,0,0,7.2833,2
1006,,1,1,4,1,0,14.4542,0
1007,,3,0,1,1,0,14.4542,1
1008,,3,0,2,0,0,6.4375,1
1009,,3,1,0,1,1,16.7,0
1010,,1,0,3,0,0,75.2417,1
1011,,2,1,2,1,0,26.0,0
1012,,2,1,0,0,0,15.75,0
1013,,3,0,2,1,0,7.75,2
1014,,1,1,2,1,0,57.75,1
1015,,3,0,2,0,0,7.25,0
1016,,3,0,2,0,0,7.75,2
1017,,3,1,1,0,1,16.1,0
1018,,3,0,2,0,0,7.7958,0
1019,,3,1,2,2,0,23.25,2
1020,,2,0,3,0,0,13.0,0
1021,,3,0,2,0,0,8.05,0
1022,,3,0,2,0,0,8.05,0
1023,,1,0,3,0,0,28.5,1
1024,,3,1,2,0,4,25.4667,0
1025,,3,0,2,1,0,6.4375,1
1026,,3,0,3,0,0,7.8958,0
1027,,3,0,2,0,0,7.8542,0
1028,,3,0,2,0,0,7.225,1
1029,,2,0,2,0,0,13.0,0
1030,,3,1,2,0,0,8.05,0
1031,,3,0,3,1,6,46.9,0
1032,,3,1,0,5,2,46.9,0
1033,,1,1,2,0,0,14.4542,0
1034,,1,0,4,1,3,14.4542,1
1035,,2,0,2,0,0,26.0,0
1036,,1,0,3,0,0,26.55,0
1037,,3,0,2,3,0,18.0,0
1038,,1,0,2,0,0,51.8625,0
1039,,3,0,2,0,0,8.05,0
1040,,1,0,2,0,0,26.55,0
1041,,2,0,2,1,1,26.0,0
1042,,1,1,2,0,1,83.1583,1
1043,,3,0,2,0,0,7.8958,1
1044,,3,0,4,0,0,14.4542,0
1045,,3,1,3,0,2,12.1833,0
1046,,3,0,1,4,2,31.3875,0
1047,,3,0,2,0,0,7.55,0
1048,,1,1,2,0,0,14.4542,0
1049,,3,1,2,0,0,7.8542,0
1050,,1,0,3,0,0,26.55,0
1051,,3,1,2,0,2,13.775,0
1052,,3,1,2,0,0,7.7333,2
1053,,3,0,0,1,1,15.2458,1
1054,,2,1,2,0,0,13.5,0
1055,,3,0,2,0,0,7.0,0
1056,,2,0,3,0,0,13.0,0
1057,,3,1,2,1,1,22.025,0
1058,,1,0,3,0,0,50.4958,1
1059,,3,0,1,2,2,34.375,0
1060,,1,1,2,0,0,27.7208,1
1061,,3,1,2,0,0,8.9625,0
1062,,3,0,2,0,0,7.55,0
1063,,3,0,2,0,0,7.225,1
1064,,3,0,2,1,0,13.9,0
1065,,3,0,2,0,0,7.2292,1
1066,,3,0,3,1,5,31.3875,0
1067,,2,1,1,0,2,39.0,0
1068,,2,1,2,0,0,36.75,0
1069,,1,0,3,1,0,55.4417,1
1070,,2,1,3,0,3,39.0,0
1071,,1,1,4,0,2,83.1583,1
1072,,2,0,2,0,0,13.0,0
1073,,1,0,3,1,1,83.1583,1
1074,,1,1,1,1,0,53.1,0
1075,,3,0,2,0,0,7.75,2
1076,,1,1,2,1,1,14.4542,1
1077,,2,0,3,0,0,16.0,0
1078,,2,1,2,0,1,21.0,0
1079,,3,0,1,2,0,8.05,0
1080,,3,1,2,8,2,69.55,0
1081,,2,0,3,0,0,13.0,0
1082,,2,0,2,1,0,26.0,0
1083,,1,0,2,0,0,26.0,0
1084,,3,0,0,1,1,14.5,0
1085,,2,0,4,0,0,12.35,2
1086,,2,0,0,0,2,32.5,0
1087,,3,0,2,0,0,7.8542,0
1088,,1,0,0,0,2,14.4542,1
1089,,3,1,1,0,0,7.775,0
1090,,2,0,2,0,0,10.5,0
1091,,3,1,2,0,0,8.1125,0
1092,,3,1,2,0,0,15.5,2
1093,,3,0,0,0,2,14.4,0
1094,,1,0,3,1,0,14.4542,1
1095,,2,1,0,1,1,26.0,0
1096,,2,0,2,0,0,10.5,0
1097,,1,0,2,0,0,25.7417,1
1098,,3,1,2,0,0,7.75,2
1099,,2,0,2,0,0,10.5,0
1100,,1,1,2,0,0,27.7208,1
1101,,3,0,2,0,0,7.8958,0
1102,,3,0,2,0,0,22.525,0
1103,,3,0,2,0,0,7.05,0
1104,,2,0,1,0,0,73.5,0
1105,,2,1,3,1,0,26.0,0
1106,,3,1,3,4,2,7.775,0
1107,,1,0,3,0,0,42.5,0
1108,,3,1,2,0,0,7.8792,2
1109,,1,0,3,1,1,14.4542,0
1110,,1,1,3,1,1,14.4542,1
1111,,3,0,2,0,0,8.05,0
1112,,2,1,2,1,0,13.8583,1
1113,,3,0,2,0,0,8.05,0
1114,,2,1,2,0,0,10.5,0
1115,,3,0,2,0,0,7.7958,0
1116,,1,1,3,0,0,27.4458,1
1117,,3,1,2,0,2,15.2458,1
1118,,3,0,2,0,0,7.7958,0
1119,,3,1,2,0,0,7.75,2
1120,,3,0,3,0,0,15.1,0
1121,,2,0,3,0,0,13.0,0
1122,,2,0,1,0,0,65.0,0
1123,,1,1,2,0,0,26.55,0
1124,,3,0,2,1,0,6.4958,0
1125,,3,0,2,0,0,7.8792,2
1126,,1,0,3,1,0,71.2833,1
1127,,3,0,2,0,0,7.8542,0
1128,,1,0,4,1,0,75.25,1
1129,,3,0,2,0,0,7.225,1
1130,,2,1,1,1,1,13.0,0
1131,,1,1,3,1,0,106.425,1
1132,,1,1,3,0,0,27.7208,1
1133,,2,1,3,0,2,30.0,0
1134,,1,0,3,1,1,14.4542,1
1135,,3,0,2,0,0,7.8875,0
1136,,3,0,2,1,2,23.45,0
1137,,1,0,3,1,0,51.8625,0
1138,,2,1,2,0,0,21.0,0
1139,,2,0,3,1,1,32.5,0
1140,,2,1,2,1,0,26.0,0
1141,,3,1,2,1,0,14.4542,1
1142,,2,1,0,1,2,27.75,0
1143,,3,0,2,0,0,7.925,0
1144,,1,0,2,1,0,14.4542,1
1145,,3,0,2,0,0,9.325,0
1146,,3,0,2,0,0,9.5,0
1147,,3,0,2,0,0,7.55,0
1148,,3,0,2,0,0,7.75,2
1149,,3,0,2,0,0,8.05,0
1150,,2,1,2,0,0,13.0,0
1151,,3,0,2,0,0,7.775,0
1152,,3,0,3,1,0,17.4,0
1153,,3,0,2,0,0,7.8542,0
1154,,2,1,2,0,2,23.0,0
1155,,3,1,0,1,1,12.1833,0
1156,,2,0,2,0,0,12.7375,1
1157,,3,0,2,0,0,7.8958,0
1158,,1,0,2,0,0,0.0,0
1159,,3,0,2,0,0,7.55,0
1160,,3,1,2,0,0,8.05,0
1161,,3,0,1,0,0,8.6625,0
1162,,1,0,3,0,0,75.2417,1
1163,,3,0,2,0,0,7.75,2
1164,,1,1,2,1,0,14.4542,1
1165,,3,1,2,1,0,15.5,2
1166,,3,0,2,0,0,7.225,1
1167,,2,1,2,1,0,26.0,0
1168,,2,0,2,0,0,10.5,0
1169,,2,0,3,1,0,26.0,0
1170,,2,0,2,1,0,21.0,0
1171,,2,0,2,0,0,10.5,0
1172,,3,1,2,0,0,8.6625,0
1173,,3,0,0,1,1,13.775,0
1174,,3,1,2,0,0,7.75,2
1175,,3,1,0,1,1,15.2458,1
1176,,3,1,0,1,1,20.2125,0
1177,,3,0,3,0,0,7.25,0
1178,,3,0,2,0,0,7.25,0
1179,,1,0,2,1,0,82.2667,0
1180,,3,0,2,0,0,7.2292,1
1181,,3,0,2,0,0,8.05,0
1182,,1,0,2,0,0,39.6,0
1183,,3,1,2,0,0,6.95,2
1184,,3,0,2,0,0,7.2292,1
1185,,1,0,3,1,1,81.8583,0
1186,,3,0,3,0,0,9.5,0
1187,,3,0,2,0,0,7.8958,0
1188,,2,1,0,1,2,41.5792,1
1189,,3,0,2,2,0,21.6792,1
1190,,1,0,2,0,0,45.5,0
1191,,3,0,2,0,0,7.8542,0
1192,,3,0,2,0,0,7.775,0
1193,,2,0,2,0,0,15.0458,1
1194,,2,0,3,0,1,21.0,0
1195,,3,0,2,0,0,8.6625,0
1196,,3,1,2,0,0,7.75,2
1197,,1,1,4,1,1,26.55,0
1198,,1,0,2,1,2,14.4542,0
1199,,3,0,0,0,1,9.35,0
1200,,1,0,3,1,1,93.5,0
1201,,3,1,3,1,0,14.1083,0
1202,,3,0,1,0,0,8.6625,0
1203,,3,0,2,0,0,7.225,1
1204,,3,0,2,0,0,7.575,0
1205,,3,1,3,0,0,7.75,2
1206,,1,1,3,0,0,14.4542,1
1207,,3,1,1,0,0,7.7333,2
1208,,1,0,3,1,0,14.4542,1
1209,,2,0,2,0,0,10.5,0
1210,,3,0,2,0,0,7.8542,0
1211,,2,0,2,2,0,31.5,0
1212,,3,0,2,0,0,7.775,0
1213,,3,0,2,0,0,7.2292,1
1214,,2,0,2,0,0,13.0,0
1215,,1,0,2,0,0,26.55,0
1216,,1,1,3,0,0,14.4542,0
1217,,3,0,2,0,0,7.05,0
1218,,2,1,0,2,1,39.0,0
1219,,1,0,3,0,0,79.2,1
1220,,2,0,2,1,0,26.0,0
1221,,2,0,2,0,0,13.0,0
1222,,2,1,3,0,2,36.75,0
1223,,1,0,3,0,0,29.7,1
1224,,3,0,2,0,0,7.225,1
1225,,3,1,2,1,1,15.7417,1
1226,,3,0,2,0,0,7.8958,0
1227,,1,0,2,0,0,26.0,0
1228,,2,0,2,0,0,13.0,0
1229,,3,0,3,0,2,7.2292,1
1230,,2,0,2,0,0,31.5,0
1231,,3,0,2,0,0,7.2292,1
1232,,2,0,1,0,0,10.5,0
1233,,3,0,2,0,0,7.5792,0
1234,,3,0,2,1,9,69.55,0
1235,,1,1,3,0,1,14.4542,1
1236,,3,0,2,1,1,14.5,0
1237,,3,1,1,0,0,7.65,0
1238,,2,0,2,0,0,13.0,0
1239,,3,1,3,0,0,7.2292,1
1240,,2,0,2,0,0,13.5,0
1241,,2,1,2,0,0,21.0,0
1242,,1,1,3,0,1,63.3583,1
1243,,2,0,2,0,0,10.5,0
1244,,2,0,1,0,0,73.5,0
1245,,2,0,3,1,2,65.0,0
1246,,3,1,0,1,2,20.575,0
1247,,1,0,3,0,0,26.0,0
1248,,1,1,3,2,0,51.4792,0
1249,,3,0,2,0,0,7.8792,0
1250,,3,0,2,0,0,7.75,2
1251,,3,1,2,1,0,15.55,0
1252,,3,0,1,8,2,69.55,0
1253,,2,1,2,1,1,37.0042,1
1254,,2,1,2,0,0,21.0,0
1255,,3,0,2,0,0,8.6625,0
1256,,1,1,2,1,0,55.4417,1
1257,,3,1,2,1,9,69.55,0
1258,,3,0,2,1,0,14.4583,1
1259,,3,1,2,0,0,39.6875,0
1260,,1,1,3,0,1,59.4,1
1261,,2,0,2,0,0,13.8583,1
1262,,2,0,2,1,0,11.5,0
1263,,1,1,2,0,0,14.4542,1
1264,,1,0,3,0,0,0.0,0
1265,,2,0,3,0,0,13.0,0
1266,,1,1,3,1,1,81.8583,0
1267,,1,1,3,0,0,14.4542,1
1268,,3,1,2,2,0,8.6625,0
1269,,2,0,2,0,0,11.5,0
1270,,1,0,3,0,0,50.0,0
1271,,3,0,0,4,2,31.3875,0
1272,,3,0,2,0,0,7.75,2
1273,,3,0,2,0,0,7.8792,2
1274,,3,1,2,0,0,14.5,0
1275,,3,1,2,1,0,16.1,0
1276,,2,0,2,0,0,12.875,0
1277,,2,1,2,1,2,65.0,0
1278,,3,0,2,0,0,7.775,0
1279,,2,0,3,0,0,13.0,0
1280,,3,0,2,0,0,7.75,2
1281,,3,0,0,3,1,21.075,0
1282,,1,0,2,0,0,93.5,0
1283,,1,1,3,0,1,39.4,0
1284,,3,0,1,0,2,20.25,0
1285,,2,0,3,0,0,10.5,0
1286,,3,0,2,3,1,22.025,0
